,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
44270,"[{'id': 878, 'name': 'Science Fiction'}]",http://presskillswitch.com/,tt5464234,en,Kill Switch,A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.,12.128887,/8K6pfMcT3hiIlCFw2RrHoXLshxl.jpg,"[{'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'SquareOne Entertainment', 'id': 89545}, {'name': 'CTM Films', 'id': 91183}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1/6/2017,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Worlds will collide,Kill Switch,FALSE,5.1,58
15567,"[{'id': 35, 'name': 'Comedy'}]",,tt0109685,zh,獨立時代,"After firing a colleague, the head of a PR company begins to question her lifestyle and values.",0.085966,/l4rDgyRfITLKlDNYn2JQnLrJqQ1.jpg,[],"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",1/1/1994,0,125,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,,A Confucian Confusion,FALSE,8,2
5410,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,tt0080025,en,Time After Time,The Wildest Chase Of The Century! London 1893 is home to a killer with a macabre nickname... and also to a visionary genius who would write The Time Machine. But what if H.G. Wells' invention wasn't fiction? And what if Jack the Ripper escaped capture fleeing his own time to take refuge in ours - with Wells himself in pursuit?,5.65127,/qzY1SSFXkhwIV73pjly4FGfp0T7.jpg,"[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",31/8/1979,0,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,H.G. Wells Races Through Time To Catch Jack The Ripper!,Time After Time,FALSE,6.8,89
43571,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,tt0096329,ru,Убить дракона,"Dragon is a bloody dictator, who kills every opponent. People live hopelessly, until Lancelot comes to save the beautiful Elsa. Lancelot can only win, if all people become free from fear, that is feeding the Dragon's power. Dragon's multiple personalities, ranging from a ""dragon"" to a ""samurai"" to a ""Nazi"", scare the hell out of all people, except Lancelot. Finally Dragon drops all his masks, to become the most dangerous of his incarnations - ""himself"". And the battle begins",0.655748,/lh772yTC1b4Xc2ZRdBsYuRfVilP.jpg,"[{'name': 'Bavaria Film', 'id': 1704}, {'name': 'Ritm', 'id': 1859}, {'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'RU', 'name': 'Russia'}]",1/1/1988,0,123,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Убить дракона,FALSE,6.1,7
36097,[],,tt2390630,en,Medeas,"The film is a lyrical exploration of a particular family situation and the human relationships within it. Devoid of any moral judgment, the eye of the director studies the boundaries of human behaviour and explores how far an individual can go, driven by love and the spirit of survival. Andrea Pallaoro was born in Trento but at the age of 17 moved to California to study filmmaking. His short film Wunderkammer was presented at the Sundance Film Festival. This year he brings his first feature-length film to the Orizzonti section.",2.517507,/5NTdbf0eYpCbu3PdtY2T2KMlW6o.jpg,[],[],1/9/2013,0,98,[],Released,,Medeas,FALSE,6.7,6
40789,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,tt4434688,en,The Spirit of Christmas,A woman falls in love with a man who is somewhat unavailable.,1.373548,/zaygsTCHe8f3ISHOHFxKMzKTpPF.jpg,[],[],19/12/2015,0,84,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This holiday could be the start of a new beginning.,The Spirit of Christmas,FALSE,6.5,23
20255,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.tamasadiffusion.com/sitesofficiels/padrenuestro/padrenuestro-index.html,tt0834938,es,Padre nuestro,A Mexican boy smuggles himself to Brooklyn to meet his long-lost father - only to have his identity stolen upon arrival by an impostor who seeks to steal the fathers' fortune.,0.312837,/74vhZJOEZKCo3TEPxc7rcw2OYjC.jpg,"[{'name': 'Cinergi Pictures Entertainment', 'id': 1504}, {'name': 'Panamax Films', 'id': 3769}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'AR', 'name': 'Argentina'}]",5/10/2007,0,110,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Padre nuestro,FALSE,6.7,3
6119,"[{'id': 18, 'name': 'Drama'}]",,tt0061834,sv,Jag är nyfiken - en film i gult,"Lena, aged twenty, wants to know all she can about life and reality. She collects information on everyone and everything, storing her findings in an enormous archive. She experiments with relationships, political activism, and meditation. Meanwhile, the actors, director and crew are shown in a humorous parallel plot about the making of the film and their reactions to the story and each other. Nudity, explicit sex, and controversial politics kept this film from being shown in the US while its seizure by Customs was appealed.",1.478689,/y1YdRRBEbGj5Hwmf6nt2lS3hZam.jpg,"[{'name': 'Sandrews', 'id': 1728}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1/1/1967,0,121,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,I Am Curious (Yellow),FALSE,4.7,17
14953,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",http://www.possessionmovie.com/,tt0368563,en,Possession,"A woman's life is thrown into chaos after a freak car accident sends her husband and brother-in-law into comas. Thrills arrive after the brother-in-law wakes up, thinking he's his brother.",6.253597,/6E8M82rrOeWXZzWcXiPp7B04N9k.jpg,"[{'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Yari Film Group', 'id': 2448}, {'name': 'Spitfire Pictures', 'id': 14739}, {'name': 'Addicted Productions', 'id': 22636}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",16/7/2009,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What if the person you loved became someone else?,Possession,FALSE,5.2,35
14458,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,tt0878674,en,Garage,"A tragicomedy set in the world of gas stations in rural Ireland, where over-diligent employee of the garage searches for intimacy during the course of a life-changing summer.",3.440424,/9GT8lWkLkWA8XHCLRYrRcr3DYQS.jpg,"[{'name': 'Kojo Pictures', 'id': 988}, {'name': 'Film 4', 'id': 2335}, {'name': 'Element Pictures', 'id': 3353}, {'name': 'MK2 Productions', 'id': 9209}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}]",5/10/2007,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Garage,FALSE,6.5,14
35535,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}]",,tt3717532,ja,The Last: Naruto the Movie,"Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything.",5.294086,/bAQ8O5Uw6FedtlCbJTutenzPVKd.jpg,"[{'name': 'Aniplex', 'id': 2883}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",6/12/2014,0,114,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,The Last: Naruto the Movie,FALSE,7.3,154
23171,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,tt1845838,tl,Metro Manila,"Seeking a brighter future in megacity Manila, Oscar Ramirez and his family flee their impoverished life in the rice fields of the northern Philippines. But the sweltering capital's bustling intensity quickly overwhelms them, and they fall prey to the rampant manipulations of its hardened locals. Oscar catches a lucky break when he's offered steady work for an armored truck company and gregarious senior officer Ong takes him under his wing. Soon, though, the reality of his work's mortality rate and the murky motives of his new partner force Oscar to confront the perils he faces in his new job and life.",2.853241,/yhN2cblQky9pOnUOeZaoN1n8wbH.jpg,"[{'name': 'Oscilloscope Laboratories', 'id': 4748}, {'name': 'Chocolate Frog Films', 'id': 58661}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",20/1/2013,0,114,"[{'iso_639_1': 'tl', 'name': ''}]",Released,,Metro Manila,FALSE,7.2,58
24443,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,tt0116728,da,Jungledyret Hugo 2: Den store filmhelt,"Hugo, the one-of-a-kind jungle animal, is snatched away from his home for a second time in another attempt for him to become an animal actor. Meanwhile, he's reunited with Rita the kind, streetwise fox. Finding that life in front of and behind the camera isn't so bad, he grows more unaccustomed to wild life once he escapes and slowly weakens his relationship with Rita.",0.53166,/tknW4nxWaLU30Wbv3AqdFWqIvMw.jpg,"[{'name': 'Per Holst Film', 'id': 8229}, {'name': 'Miramax', 'id': 53009}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",20/12/1996,0,72,"[{'iso_639_1': 'da', 'name': 'Dansk'}]",Released,,Hugo the Movie Star,FALSE,4.9,7
4271,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,tt0058249,fr,Le journal d'une femme de chambre,"A stylish, very attractive young woman arrives from Paris to become chambermaid for an odd family at their country chateau.",3.003084,/gSeKYcN9JGDpNxocFTPV1ZjLVpa.jpg,"[{'name': 'Filmsonor', 'id': 534}, {'name': 'Spéva Films', 'id': 1825}, {'name': 'Ciné-Alliance', 'id': 4781}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1/1/1964,0,101,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Diary of a Chambermaid,FALSE,7.2,33
2111,"[{'id': 18, 'name': 'Drama'}]",,tt0020142,en,The Manxman,A fisherman and a rising lawyer who grew up as brothers fall in love with the same woman.,1.680545,/6cpyL7msoojckIUmGPXkj7PPWJe.jpg,"[{'name': 'British International Pictures (BIP)', 'id': 51816}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",21/1/1929,0,100,[],Released,,The Manxman,FALSE,5.4,13
31335,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,tt0068868,it,La cagna,"Liza slowly replaces Melampo, Giorgio's dog. While she accepts it, Giorgio forces her to wear collars and leashes.",0.682909,/taoLGWxqhDS79pKC81Ge7OCQ18A.jpg,"[{'name': 'Lira Films', 'id': 10522}, {'name': 'Pegaso Cinematografica', 'id': 26288}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",11/8/1972,0,100,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Liza,FALSE,6.8,3
32629,"[{'id': 35, 'name': 'Comedy'}]",,tt3369248,en,Guidance,"Fabricating credentials to score a last-ditch job as a high school guidance counsellor, a boozing, drug-addled former child star becomes an improbable hit with his students by dispensing the worst advice possible, in this hilarious reprobate comedy from writer-director-star Pat Mills.",1.186123,/rpDaPrni5NkAZdv8I6AHOdezMU3.jpg,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Edyson Entertainment', 'id': 65015}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",4/9/2014,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Guidance,FALSE,5.3,8
7420,"[{'id': 18, 'name': 'Drama'}]",,tt0346336,it,La Meglio Gioventú,"Spanning four decades, from the chaotic 1960s to the present, director Marco Tullio Giordana's passionate epic 'La Meglio Gioventu' follows two Italian brothers through some of the most tumultuous events of recent Italian history.",6.040001,/fWi5OVdODBYsNXZTmVbvV1ROMhl.jpg,"[{'name': 'Rai Cinemafiction', 'id': 238}, {'name': 'BiBi Film', 'id': 6275}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",19/5/2003,0,366,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Possibilities Were Endless...,The Best of Youth,FALSE,8,88
26194,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]",,tt0104808,en,Maniac Cop 3,"A female cop is gunned down and wrongly accused of using excessive force in a hostage rescue attempt. Maniac cop returns from the dead once more to seek revenge, destroying everthing and anyone that stands in his way.",2.18104,/s7NU9CJx1usJWlTLIxxBVcfDeL.jpg,"[{'name': 'NEO Motion Pictures', 'id': 86906}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/2/1993,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Maniac Cop 3: Badge of Silence,FALSE,5,21
19283,"[{'id': 18, 'name': 'Drama'}]",http://www.solarfilms.com/elokuvat/kaikki/siskotahtoisinjaada/fi_FI/tuotantotiedot/,tt1380201,en,Sisko tahtoisin jäädä,"Emilia is a teenager and a good girl, who never forgets her homework or her little sister, Elsa. Siiri is just one year older than Emilia but not at all like her. When Emilia and Siiri become friends, Emilia's life changes. Siiri encourages her to take a leap, shake the rules and leave princess dreams behind. These two will have fun together, but not only good times",0.36802,/1vA1WQmSlYcYJHc4SaIFYw58pE.jpg,"[{'name': 'Solar Films inc.', 'id': 6339}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",12/10/2010,0,112,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,"Elokuva kertoo 15-vuotiaasta Emiliasta (Ada Kukkonen), joka on tunnollinen koululainen ja kiltti perheensä vastuunkantaja. Yhdeksännelle luokalle päästessään hän ystävystyy vuotta vanhemman Siirin (Sara Melleri) kanssa. Siiri on todellinen ongelmanuori, joka ei välitä tekojensa seurauksista.",Run Sister Run!,FALSE,6.3,9
17385,"[{'id': 18, 'name': 'Drama'}]",http://www.theduelfilm.com/,tt1282041,en,Anton Chekhov's The Duel,"Set in a seaside resort in the Caucasus, the story centers on n'er do well, Laevsky (Andrew Scott) and his illicit relationship with his mistress Nadya (Fiona Glascott). Laevsky has convinced Nadya to leave her husband for him, but now wants to abandon her.",1.22775,/h7f3UQCgJOvFuYKMXT4NzsQNuZk.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",28/4/2010,0,95,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Anton Chekhov's The Duel,FALSE,7.4,5
29069,"[{'id': 18, 'name': 'Drama'}]",,tt0031392,en,The Great Man Votes,"In 1923, Gregory Vance, a widower with two children, is a former scholar who has turned from book-to-bottle. He works, slightly, as a night-watchman and his children, who know him for what he is and what he isn't, are his only admirers. Then, it is discovered that he is the only registered voter in a key precinct and the politicians, from both parties, arrive in droves bearing inducements. What he does about this situation, and the relatives who want to take his children away from him make up the story.",0.605472,/aq49pLWn7iFZ3JE8teF74zs71sB.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",13/1/1939,0,72,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A MAN WITH A HOLE IN HIS PANTS,The Great Man Votes,FALSE,6.5,1
22204,"[{'id': 35, 'name': 'Comedy'}]",http://www.i-see-you.com/,tt0489085,en,I-See-You.Com,A 17-year-old boy buys mini-cameras and displays the footage online at I-see-you.com. The cash rolls in as the site becomes a major hit. Everyone seems to have fun until it all comes crashing down....,1.676513,/ioWVeYvD5HwMxXLdLsuoMTqEJ0F.jpg,"[{'name': 'Filmquest Pictures', 'id': 2929}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/3/2006,0,92,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,I-See-You.Com,FALSE,4.1,14
32946,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",http://beautyinside.co.kr,tt4273886,ko,뷰티 인사이드,Woo-Jin changes into a different person when he wakes up. He falls in love with Yi-Soo.,2.978534,/lz45jesBf340k5bvCvpnVJC9rg0.jpg,"[{'name': 'Next Entertainment World', 'id': 26324}, {'name': 'Yong Film', 'id': 49096}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",20/8/2015,108083,127,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Love has many faces.,The Beauty Inside,FALSE,8.1,41
